Player,Tm,Pos,Type,Class,Details
Linval Joseph,MIN,DT,Knee,questionable,"Joseph missed the last game with injuries to both his knee and shoulder, leaving his status up in the air for Sunday's matchup against the Saints."
Everson Griffen,MIN,DE,Personal,questionable,Griffen has been sideline due to a personal matter and a knee injury. It is uncertain if he will return to action against the Saints in Week 8.
Andrew Sendejo,MIN,S,Groin,questionable,Sendejo has sat out the previous two games due to a groin injury and it is undetermined if it will prevent him from playing against the Saints on Sunday.
Riley Reiff,MIN,T,Foot,questionable,Reiff has missed the last two games due to a foot injury and it is uncertain if he will be available for Sunday's clash versus the Saints.
Mike Hughes,MIN,CB,Knee,I-R,Hughes is on injured reserve with a torn ACL in his left knee.
Hercules Mata'afa,MIN,DE,Knee,I-R,Mata'afa is on the injured reserve list due to a torn ACL.
Ade Aruna,MIN,DE,Knee,I-R,Aruna has landed on injured reserve due to a torn ACL in his right knee.
Nick Easton,MIN,G,Neck,I-R,Easton is on the injured reserve list while recovering from surgery to repair a herniated disc in his neck.
Patrick Robinson,NOR,CB,Ankle,I-R,Robinson is on the injured reserve list with a broken left ankle and torn ligaments.
Tommylee Lewis,NOR,WR,Knee,I-R,Lewis is on the injured reserve list due to a knee injury and it is unknown if he will return for Week 11 against the Eagles.
Daniel Lasco,NOR,RB,Neck,I-R,"Lasco is on the PUP list with a bulging disc in his neck. Although he will be forced to sit out six weeks, he is likely to miss the entire season."
Rickey Jefferson,NOR,DB,Knee,I-R,Jefferson is on injured reserve with a knee injury.
Travin Dural,NOR,WR,Arm,I-R,Dural is on injured reserve after having surgery to repair a broken humerus.
Michael Hoomanawanui,NOR,TE,Neck,I-R,Hoomanawanui is on the injured reserve list due to a neck injury.
Trey Hendrickson,NOR,DE,Illness,questionable,Hendrickson has been absent from the lineup during the previous two games with an illness and it is unclear if he will be active Sunday against the Vikings.
Jay Bromley,NOR,DT,Bicep,I-R,Bromley is on injured reserve due to a torn biceps.
Larry Warford,NOR,G,Back,questionable,Warford has a back injury and it is unclear if he will play Sunday against the Vikings.
Jermon Bushrod,NOR,T,Personal,questionable,Bushrod was held out of the previous game due to a personal matter and it is undetermined if he will participate in Sunday's contest against the Vikings.
Eli Apple,NOR,CB,Ankle,questionable,Apple is dealing with an ankle injury and it is unclear if he will make his team debut Sunday against the Vikings.
Marcus Williams,NOR,S,Undisclosed,questionable,Williams has an undefined injury and it has yet to be established if he will play Sunday against the Vikings.
Taylor Stallworth,NOR,DT,Ankle,questionable,Stallworth missed the last game due to an ankle injury and it is unknown if he will be available for Sunday's contest against the Vikings.
Andrus Peat,NOR,T,Concussion,questionable,Peat sat out the previous game due to a concussion and it is uncertain if he will be in the lineup against the Vikings on Sunday.
Josh LeRibeus,NOR,G,Ankle,questionable,LeRibeus departed the last game due to an ankle injury and it has yet to be established if it will prevent him from playing against the Vikings on Sunday.
Ted Ginn,NOR,WR,Knee,I-R,Ginn Jr. has been placed on injured reserve due to a knee injury and it is undetermined if he will be activated in time for Week 15 against the Panthers.
Ja'Whaun Bentley,NWE,LB,Arm,I-R,Bentley has been placed on the injured reserve list with a right arm injury and it is unclear if he will be designated for return against the Jets in Week 12.
Rex Burkhead,NWE,RB,Neck,I-R,Burkhead has landed on injured reserve due to a neck injury. It is unknown if he will be designated for return in Week 12 against the Jets.
Ulrick John,NWE,OL,Foot,I-R,John has been placed on injured reserve while he is recovering from foot surgery to repair a torn tendon.
Darren Andrews,NWE,WR,Knee,I-R,Andrews reverted back to the injured reserve Non-Football Injury list with a season-ending torn ACL.
Jeremy Hill,NWE,RB,Knee,I-R,Hill has been placed on the injured reserve list as he suffered a torn ACL in his knee.
Duke Dawson,NWE,DB,Hamstring,I-R,Dawson has been placed on injured reserve with a hamstring injury and it is unclear if he will be activated during Week 9 against the Packers.
Ryan Izzo,NWE,TE,Ankle,I-R,Izzo has landed on injured reserve with an ankle injury.
Isaiah Wynn,NWE,OL,Achilles,I-R,Wynn suffered a torn Achilles and is on the injured reserve list.
Christian Sam,NWE,LB,Undisclosed,I-R,Sam has been designated for the injured reserve list with an unspecified injury.
Braxton Berrios,NWE,WR,Undisclosed,I-R,Berrios has landed on injured reserve with an unspecified ailment.
Geneo Grissom,NWE,DL,Ankle,questionable,Grissom has missed the past three games due to an ankle injury and it is unclear if he will return Monday against the Bills.
Marcus Cannon,NWE,OL,Concussion,questionable,Cannon sat out the previous game with a concussion and it is uncertain if he will be cleared in time for Monday's matchup against the Bills.
John Simon,NWE,DE,Shoulder,questionable,Simon has been held out of the last two games due to a shoulder injury and it is unknown if he will suit up against the Bills on Monday.
Eric Rowe,NWE,DB,Groin,questionable,Rowe departed the last game due to a groin injury and has yet to be established if he will be active for Monday's clash against the Bills.
Jacob Hollister,NWE,TE,Hamstring,questionable,Hollister missed the last game due to a hamstring injury and it is undetermined if he will face the Bills on Monday.
Rob Gronkowski,NWE,TE,Ankle,questionable,"Gronkowski was held out of the previous game with ankle and back injuries, leaving his status for Monday's tilt against the Bills in question."
Sony Michel,NWE,RB,Knee,out,Michel suffered a left knee injury and his status going forward is week-to-week.
Jon Halapio,NYG,OL,Ankle,I-R,Halapio is on injured reserve due to fractures to his lower leg and ankle.
Jordan Williams,NYG,LB,Hip,I-R,Williams is on injured reserve due to a hip injury.
Nick Gates,NYG,G,Foot,I-R,Gates has landed on injured reserve due to a foot issue and it is unknown if he will be activated in time for Week 10 against the 49ers.
R.J. McIntosh,NYG,DT,Illness,I-R,McIntosh is on the IR/Non-Football Illness list due to a thyroid condition and it is unknown if he will be activated in time for Sunday's game against the Redskins.
Russell Shepard,NYG,WR,Neck,questionable,Shepard has missed the past two games due to a neck injury and it is unclear if he will take the field against the Redskins on Sunday.
Cody Latimer,NYG,WR,Hamstring,I-R,Latimer has landed on injured reserve due to a hamstring injury.
Paul Perkins,NYG,RB,Pectoral,I-R,Perkins is on the IR/Non-Football Injury list with a torn pectoral.
Jonathan Stewart,NYG,RB,Foot,I-R,Stewart has been placed on injured reserve with a foot injury. He is expected to miss eight weeks.
Sam Beal,NYG,CB,Shoulder,I-R,Beal is on injured reserve with a dislocated shoulder.
Kristjan Sokoli,NYG,DT,Knee,I-R,Sokoli has been placed on the injured reserve list with a knee injury.
Bilal Powell,NYJ,RB,Neck,I-R,Powell has landed on the injured reserve list due to a neck injury.
Terrelle Pryor,NYJ,WR,Groin,questionable,Pryor missed the last game with an injured groin and it is undetermined if he will lineup against the Bears on Sunday.
Kevin Pierre-Louis,NYJ,LB,Foot,questionable,Pierre-Louis has missed the last two games with a foot injury and it is uncertain if he will be in the lineup Sunday against the Bears.
Doug Middleton,NYJ,S,Pectoral,I-R,Middleton has been placed on injured reserve due to a torn pectoral muscle.
Spencer Long,NYJ,C,Leg,questionable,Long suffered a lower-leg injury last game and it is unclear if he will be available for Sunday's matchup versus the Bears.
Kacy Rodgers,NYJ,S,Illness,questionable,Rodgers missed the previous three games due to an illness and it is unclear if he will get back in the lineup for Sunday's matchup with the Bears.
Rontez Miles,NYJ,S,Knee,I-R,Miles is on the active PUP list as he is recovering from a torn meniscus and it is unclear if he will be available Sunday against the Bears.
Trumaine Johnson,NYJ,CB,Quadricep,questionable,Johnson was held out of the previous three games due to an injured quadriceps and it is unknown if he will suit up against the Bears on Sunday.
Buster Skrine,NYJ,CB,Head,out,Skrine missed the last game with head injury and it is undetermined when he will return to the lineup.
Elijah McGuire,NYJ,RB,Foot,I-R,McGuire is on the Injured Reserve/Designated for Return list as he had surgery to repair a broken foot and it is unclear if he will be activated in time for Week 9 against the Dolphins.
Marcus Maye,NYJ,S,Hand,out,Maye sustained a broken thumb and is likely to miss three-to-four weeks.
Quincy Enunwa,NYJ,WR,Ankle,out,Enunwa is expected to miss three-to-four weeks due to a high-ankle sprain.
Josh Martin,NYJ,LB,Concussion,I-R,Martin has been designated for injured reserve due to a concussion and it is uncertain if he will return Week 13 against the Titans.
Ben Ijalana,NYJ,T,Shoulder,I-R,Ijalana has landed on the injured reserve list with a shoulder injury.
Delanie Walker,TEN,TE,Ankle,I-R,Walker has landed on injured reserve as he suffered a fracture and ligament damage to his right ankle.
Austin Barnard,TEN,K,Knee,I-R,Barnard has been sent to the injured reserve list due to a knee injury.
Quinton Spain,TEN,G,Shoulder,questionable,Spain missed the last game due to a shoulder injury and it has yet to be established if he will be in the lineup against the Cowboys during Week 9.
Derrick Morgan,TEN,LB,Shoulder,out,Morgan is sidelined with a shoulder injury and is expected to miss several weeks.
Kenny Vaccaro,TEN,S,Elbow,questionable,Vaccaro is recovering from a dislocated elbow and it is unknown if he will make his return for Week 9 against the Cowboys.
Josh Kline,TEN,G,Undisclosed,questionable,Kline was lifted from the last game with an undisclosed injury and it is unknown if he will be available for Week 9 against the Cowboys.
William Compton,TEN,LB,Hamstring,questionable,Compton sat out the previous two games due to a hamstring injury and it is uncertain if he will line up against the Cowboys during Week 9.
Kevin Pamphile,TEN,G,Tricep,I-R,Pamphile is on injured reserve due to a triceps injury and it is unknown if he will be activated in time for Week 12 against the Texans.
Tye Smith,TEN,CB,Arm,I-R,Smith has landed on the injured reserve with an upper-right arm injury.
Johnathan Cyprien,TEN,S,Knee,I-R,Cyprien is on injured reserve with a torn ACL.
Nate Palmer,TEN,LB,Leg,I-R,Palmer is on injured reserve with a left leg injury.
Mike Wallace,PHI,WR,Shin,I-R,Wallace is on the injured reserve list recovering from surgery to repair a fractured fibula. It is unclear if he will be activated for the Week 11 game against the Saints.
Elie Bouka,PHI,CB,Undisclosed,I-R,Bouka is on injured reserve with an unspecified injury
Mack Hollins,PHI,WR,Groin,I-R,Hollins is on the injured reserve list with a groin injury and is forced to miss the first eight games of the season.
Richard Rodgers,PHI,TE,Knee,I-R,Rodgers is on injured reserve due to a knee injury and it is undetermined if he will be activated for the game in Week 10 against the Cowboys.
Derek Barnett,PHI,DE,Shoulder,I-R,Barnett has been placed on injured reserve with a torn rotator cuff in his shoulder.
Sidney Jones,PHI,CB,Hamstring,questionable,Jones missed the previous game due to a hamstring injury and it is unknown if it will prevent him from playing against the Jaguars on Sunday.
Nathan Gerry,PHI,LB,Ankle,questionable,Gerry has been held out of the previous two games with injuries to both his ankle and knee. It has yet to be established if he will face the Jaguars on Sunday.
Haloti Ngata,PHI,DT,Calf,questionable,Ngata has been absent from the lineup during the previous three games due to a calf injury and it is unknown if he will partake in Sunday's contest against the Jaguars.
Chris Maragos,PHI,S,Knee,I-R,Maragos has been placed on the active PUP list while recuperating from an injured PCL and it is unknown if he will return Sunday against the Jaguars.
Timmy Jernigan,PHI,DT,Back,I-R,Jernigan has landed on the IR/Non-Football Injury list after having offseason surgery to repair a herniated disc in his back. It is undetermined if he will be activated in time for Sunday's game against the Jaguars.
Corey Graham,PHI,S,Hamstring,questionable,Graham has missed the previous two games due to a hamstring injury and it is uncertain if he will be available against the Jaguars on Sunday.
D.J. Alexander,PHI,LB,Quadricep,questionable,Alexander has sat out the last two games with a quadriceps injury and it is undetermined if he will suit up against the Jaguars on Sunday.
Destiny Vaeao,PHI,DT,Undisclosed,I-R,Vaeao has reverted to injured reserve with an unknown ailment.
Darren Sproles,PHI,RB,Hamstring,out,Sproles is sidelined with a hamstring injury and it is unclear when he will return to the lineup..
Jay Ajayi,PHI,RB,Knee,I-R,Ajayi has landed on the injured reserve list due to a torn ACL in his left knee.
Rodney McLeod,PHI,S,Knee,I-R,McLeod is on injured reserve after having surgery to repair a torn MCL.
Paul Worrilow,PHI,LB,Knee,I-R,Worrilow is on the injured reserve list after sustaining an offseason torn ACL.
Ryan Malleck,PIT,TE,Undisclosed,I-R,Malleck is on injured reserve with an unspecified injury.
Markus Golden,PIT,DE,Knee,I-R,Golden has landed on injured reserve due to a knee injury.
Joe Cheek,PIT,T,Foot,I-R,Cheek is on injured reserve with a foot injury.
Keith Kelsey,PIT,LB,Pectoral,I-R,Kelsey has been placed on the injured reserve list due to a pectoral injury.
Trey Johnson,PIT,DB,Shoulder,I-R,Johnson is on the injured reserve with a shoulder injury.
Olasunkanmi Adeniyi,PIT,LB,Hamstring,I-R,Adeniyi has been placed on injured reserve due to a hamstring injury and will have to miss the first eight games of the season.
Ryan Shazier,PIT,LB,Back,I-R,Shazier is on the PUP list as he had spinal stabilization surgery and is expected to miss the entire season.
Eli Rogers,PIT,WR,Suspension,I-R,Rogers is on the active PUP list while recovering from a torn ACL and has also been suspended one game for violating the league's substance abuse policy. It is unclear if he will be able to play in Sunday's game against the Browns.
L.J. Fort,PIT,LB,Ankle,questionable,Fort was held out of the last game due to an ankle injury and it is uncertain if he will play Sunday against the Browns.
Morgan Burnett,PIT,S,Groin,probable,Burnett has missed the last five game dealing with a groin injury but is expected to return for Sunday's contest against the Ravens.
Darrius Heyward-Bey,PIT,WR,Ankle,questionable,Heyward-Bey sat out the previous game due to an ankle injury and it is unknown if he will be active for Sunday's clash against the Browns.
Le'Veon Bell,PIT,RB,Holdout,out,Bell is holding out for a new contract and it is undetermined when he will return to the team.
Nat Berhe,PIT,S,Pectoral,I-R,Berhe is on injured reserve due to an injury to his pectoral muscle. It is unknown if he will be designated for return against the Chargers in Week 13.
Jake McGee,PIT,TE,Achilles,I-R,McGee has landed on injured reserve due to a torn Achilles.
Jerald Hawkins,PIT,T,Quadricep,I-R,Hawkins is on the injured reserve list due to offseason surgery to repair a torn quadriceps.
Mike Nugent,OAK,K,Hip,I-R,Nugent has been placed on injured reserve due to a hip injury and it is uncertain if he will be activated prior to Week 12 against the Ravens.
Chris Warren,OAK,RB,Knee,I-R,Warren III had surgery to repair a knee injury and is on injured reserve.
Justin Ellis,OAK,DT,Foot,I-R,Ellis strained ligaments in his foot and is on the injured reserve list. It is undetermined if he will be activated in time for Week 10 against the Chargers.
Andrew DePaola,OAK,LS,Knee,I-R,DePaola is on injured reserve with a torn ACL.
Dexter McDonald,OAK,CB,Ankle,I-R,McDonald is on the injured reserve list due to an ankle injury.
Tevin Mitchel,OAK,S,Undisclosed,I-R,Mitchel has landed on injured reserve with an unlisted ailment.
Eddy Pineiro,OAK,K,Groin,I-R,Pineiro has been placed on the injured reserve list with a groin injury.
Marshawn Lynch,OAK,RB,Groin,I-R,Lynch has landed on the injured reserve list and has had surgery to repair a groin injury. He will have to sit out at eight weeks.
Kelechi Osemele,OAK,G,Knee,probable,Osemele has missed the previous two games due to a knee injury but is expected to play Sunday against the Colts.
Nick Nelson,OAK,CB,Hamstring,questionable,Nelson missed his fourth-consecutive game with a hamstring injury and it is unknown if he will be in Sunday's lineup against the Colts.
Karl Joseph,OAK,S,Hamstring,questionable,Joseph has sat out the past three games with a hamstring injury and it is uncertain if he will play against the Colts on Sunday.
Jon Feliciano,OAK,G,Ribs,questionable,Feliciano left the last game with injured ribs and it is unknown if he will participate in Sunday's contest against the Colts.
Frostee Rucker,OAK,DT,Neck,questionable,Rucker missed the last game due to a neck injury and it is undetermined if he will partake in Sunday's contest against the Colts.
Martavis Bryant,OAK,WR,Hamstring,questionable,"Bryant sustained a hamstring injury, leaving his availability for Sunday's game against the Colts up in the air."
Seth Roberts,OAK,WR,Concussion,questionable,Roberts has been entered into the league's concussion protocol and it is undetermined if he will be cleared for Sunday's game against the Colts.
Bruce Irvin,OAK,DE,Leg,questionable,Irvin departed the last game due to a left leg injury and it is undetermined if he will be available for Sunday's matchup against the Colts.
DeAndre Washington,OAK,RB,Knee,questionable,Washington is recuperating from a knee scope and it is unclear if he will make his season debut Sunday against the Colts.
Eddie Vanderdoes,OAK,DT,Knee,I-R,Vanderdoes has been placed on the active PUP list as he recovers from a torn ACL in his left knee and it is unknown if he will suit up against the Colts in Sunday's game.
Derek Carr,OAK,QB,Shoulder,probable,Carr was lifted from the last game due to a left shoulder injury but is likely to return for Sunday's contest against the Colts.
Donald Penn,OAK,T,Leg,I-R,Penn suffered a leg injury and is on injured reserve. It is undetermined if he will be designated for return against the Chiefs in Week 13.
Ahtyba Rubin,OAK,DT,Bicep,I-R,Rubin is on the injured reserve list due to a torn biceps.
Aqib Talib,LAR,CB,Ankle,I-R,Talib is on injured reserve following surgery to repair a high-ankle sprain. It is undetermined if he will be designated for return against the Lions in Week 13.
Mike Thomas,LAR,WR,Groin,I-R,Thomas has been placed on injured reserve with a groin injury and it is unknown if he will be activated prior to Week 11 against the Chiefs.
Pharoh Cooper,LAR,WR,Ankle,I-R,Cooper is on injured reserve after sustaining a substantial ankle injury and it is unclear if he will be activated in time for Week 10 against Seahawks.
Garrett Sickels,LAR,LB,Undisclosed,I-R,Sickels has landed on the injured reserve list due to an unspecified injury.
Troy Hill,LAR,CB,Concussion,questionable,Hill left the last game to be evaluated for a concussion and it is unknown if he will be cleared in time for Sunday's contest against the Packers.
Cooper Kupp,LAR,WR,Leg,questionable,Kupp sat out the last game due to a MCL sprain in his left knee and it is unclear if he will be available for Sunday's clash against the Packers.
Ogbonnia Okoronkwo,LAR,LB,Foot,I-R,Okoronkwo is on the active PUP list due to a broken foot and it is uncertain if he will be available Sunday against the Packers.
Kendal Thompson,LAR,WR,Undisclosed,I-R,Thompson has landed on injured reserve with an undisclosed injury.
Dominique Easley,LAR,LB,Knee,I-R,Easley has landed on injured reserve while recovering from surgery to repair a knee injury and it is unclear if he will return during Week 13 against the Lions.
Morgan Fox,LAR,DE,Knee,I-R,Fox suffered a torn ACL and has been placed on injured reserve.
Kevin Peterson,LAR,CB,Knee,I-R,Peterson has been placed on the injured reserve list with a torn ACL.
Maurice Canady,BAL,CB,Thigh,I-R,Canady has been designated for injured reserve due to an injured thigh and will be forced to miss at least eight weeks of action.
Kenneth Dixon,BAL,RB,Knee,I-R,Dixon is on injured reserve with a knee injury and it is unclear if he will be activated in time for Week 11 against the Bengals.
Anthony Averett,BAL,CB,Hamstring,out,Averett is sidelined with a hamstring injury and it is unclear when he will return to the lineup.
Jaylen Hill,BAL,CB,Knee,I-R,Hill has landed on the PUP list while recovering from a torn ACL and MCL in his right knee. It is unclear if he will be activated in time for Sunday's game against the Panthers.
Bradley Bozeman,BAL,C,Calf,questionable,Bozeman exited the last game due to a calf injury and it is undetermined if he will participate in Sunday's matchup against the Panthers.
Quincy Adeboyejo,BAL,WR,Leg,questionable,Adeboyejo has been placed on the PUP list after having surgery to repair an upper-leg muscle and it is unclear if he will suit up against the Panthers on Sunday.
Kaare Vedvik,BAL,P,Upper Body,I-R,Vedvik has landed on the Injured Reserve/Non-Football-Injury list with an upper-body ailment and it is unclear if he will be activated in time for Sunday's game against the Panthers.
Alex Lewis,BAL,G,Neck,questionable,Lewis missed the last game due to a neck injury and it is unknown if he will play against the Panthers on Sunday.
Marlon Humphrey,BAL,CB,Hamstring,questionable,Humphrey sat out the previous game with an injured hamstring and it is uncertain if he will suit up against the Panthers on Sunday.
Willie Henry,BAL,DT,Back,I-R,Henry is on injured reserve due to a back injury.
Bam Bradley,BAL,LB,Knee,I-R,Bradley has been placed on the PUP list as he heals from a torn ACL from the 2017 season. It is uncertain if he will play Sunday against the Panthers.
De'Lance Turner,BAL,RB,Hamstring,I-R,Turner has landed on the injured reserve list with a hamstring injury.
Stanley Jean-Baptiste,BAL,CB,Forearm,I-R,Jean-Baptiste has been placed on the injured reserve list with a broken arm.
DeShon Elliott,BAL,S,Forearm,I-R,Elliott has been placed on injured reserve with a broken forearm and is expected to sit out the entire 2018 season.
Greg Senat,BAL,T,Toe,I-R,Senat has been placed on injured reserve with turf toe.
Jaleel Scott,BAL,WR,Hamstring,I-R,Scott has landed on injured reserve due to a substantial hamstring injury.
Hunter Henry,LAC,TE,Knee,I-R,Henry suffered a torn ACL in his right knee and is on the PUP list. It is uncertain if he will return for Week 16 against the Ravens or Week 17 against the Broncos.
Artavis Scott,LAC,WR,Ankle,I-R,Scott has been placed on injured reserve due to an ankle injury.
Melvin Gordon,LAC,RB,Hamstring,probable,Gordon missed the last game with a hamstring injury but is expected to take the field against the Seahawks in Week 9.
Kyzir White,LAC,LB,Knee,questionable,White is recuperating from a minor knee procedure and it is unknown if he will return to the lineup for Week 9 against the Seahawks.
Joey Bosa,LAC,DE,Foot,out,Bosa is sidelined due to a bone bruise in his foot but is expected to return to action Week 9 against the Seahawks.
Caleb Sturgis,LAC,K,Quadricep,questionable,Sturgis has missed the last two games due to a quadriceps injury and it is uncertain if he will be available for Week 9 against the Seahawks.
Jaylen Watkins,LAC,DB,Knee,I-R,Watkins has been designated for injured reserve due to a torn ACL.
Jason Verrett,LAC,CB,Achilles,I-R,Verrett has landed on the injured reserve list due to a torn Achilles.
Austin Roberts,LAC,TE,Knee,I-R,Roberts suffered a torn ACL and is on the injured reserve list.
Amara Darboh,SEA,WR,Knee,I-R,Darboh has been placed on injured reserve due after having knee surgery.
Emmanuel Beal,SEA,LB,Undisclosed,I-R,Beal has been placed on the injured reserve list due to an unspecified ailment.
Ricky Ali'ifua,SEA,DE,Concussion,I-R,Ali'ifua is on injured reserve with a concussion.
J.D. McKissic,SEA,RB,Foot,I-R,McKissic has landed on injured reserve due to a fracture in his foot and it is undetermined if he will be activated in time for Week 9 against the Chargers.
Jamarco Jones,SEA,T,Ankle,I-R,Jones had surgery to repair a high-ankle sprain and is on the injured reserve list.
Kam Chancellor,SEA,S,Neck,I-R,Chancellor has been designated for the PUP list due to a severe neck injury he suffered last season and has not been cleared to play by team doctors. He is expected to miss the entire 2018 season.
Tre Flowers,SEA,CB,Ankle,questionable,Flowers left the last game due to a right ankle injury and it is uncertain if he will participate in Sunday's game against the Lions.
Ed Dickson,SEA,TE,Groin,I-R,Dickson has landed on the IR/Non-Football Injury list due to a groin injury but is expected to play Sunday against the Lions.
Doug Baldwin,SEA,WR,Elbow,questionable,Baldwin is dealing with an elbow injury and his status for Sunday's game against the Lions is unclear.
K.J. Wright,SEA,LB,Knee,questionable,Wright had a knee scope conducted during the preseason and it is uncertain if he will return to action against the Lions on Sunday.
Dion Jordan,SEA,DE,Knee,questionable,Jordan missed the last game with a knee injury and it is unknown if he will be available for Sunday's contest against the Lions.
Rasheem Green,SEA,DE,Ankle,questionable,Green has sat out the past three games due to an ankle injury and it is uncertain if he will be available against the Lions on Sunday.
Nick Vannett,SEA,TE,Back,questionable,Vannett has a back injury and it is unknown if he will be active for Sunday's game against the Lions.
C.J. Prosise,SEA,RB,Abdominal,questionable,Prosise was held out of the previous two games with an abdominal injury undetermined if he will partake in Sunday's contest against the Lions.
Earl Thomas,SEA,S,Leg,I-R,Thomas is on injured reserve due to a lower-leg fracture.
Will Dissly,SEA,TE,Knee,I-R,Dissly has been placed on injured reserve with a torn patella in his knee.
Mychal Kendricks,SEA,LB,Suspension,out,Kendricks has been suspended for an undetermined length of time due to violating the league's personal conduct policy.
Jimmy Garoppolo,SFO,QB,Knee,I-R,Garoppolo has been designated for the injured reserve list due to a torn ACL.
Kentavius Street,SFO,DL,Knee,I-R,Street has been placed on the IR/Non-Football Injury list as he is recuperating from offseason surgery to fix a torn ACL and is unlikely to play during the 2018 season.
Brock Coyle,SFO,LB,Concussion,I-R,Coyle has been placed on injured reserve with a broken bone in his back and a concussion.
Dekoda Watson,SFO,LB,Hamstring,I-R,Watson is on injured reserve with a hamstring injury.
Jerick McKinnon,SFO,RB,Knee,I-R,McKinnon suffered a torn ACL and is on injured reserve.
Matt Breida,SFO,RB,Ankle,questionable,Breida exited the last game due to a left ankle injury and his status for Sunday's matchup against the Cardinals is in question.
Dante Pettis,SFO,WR,Knee,questionable,Pettis has been held out of the past three games due to a knee injury and it is unclear if he will partake in Sunday's matchup against the Cardinals.
Reuben Foster,SFO,LB,Shoulder,questionable,Foster was lifted from the last game due to a shoulder injury and it is undetermined if he will play against the Cardinals on Sunday.
Adrian Colbert,SFO,DB,Ankle,I-R,Colbert has landed on injured reserve due to a right high-ankle sprain.
Jimmie Ward,SFO,DB,Hamstring,questionable,Ward missed the previous game with an injured hamstring and it is unknown if he will suit up Sunday against the Cardinals.
Richard Sherman,SFO,CB,Calf,questionable,Sherman sat out the previous game with a calf injury and it is uncertain if he will take part in Sunday's contest against the Cardinals.
Joshua Garnett,SFO,G,Toe,out,Garnett is sidelined while recovering from a dislocated toe and there is no timetable for return.
Marcell Harris,SFO,S,Hamstring,I-R,Harris has landed on the Injured Reserve/Designated for Return list due to a hamstring injury but is likely to be available Week 9 against the Raiders.
Erik Magnuson,SFO,OL,Hamstring,out,Magnuson is sidelined with a strained hamstring and it is unclear when he will return to the lineup.
Chris Conte,TAM,S,Knee,I-R,Conte is on injured reserve due to a torn PCL in his knee and it is uncertain if he will be activated prior to Week 12 against the 49ers.
Vernon Hargreaves,TAM,CB,Shoulder,I-R,Hargreaves is on injured reserve with a torn labrum in his shoulder. The earliest he can be activated is against the Redskins in Week 10.
Maurice Fleming,TAM,DB,Knee,I-R,Fleming is on injured reserve with a knee injury.
Stevie Tu'ikolovatu,TAM,DT,Tricep,I-R,Tu'ikolovatu has been placed on the injured reserve list with a torn triceps.
Mitch Unrein,TAM,DT,Concussion,I-R,Unrein is on injured reserve with a concussion and is eligible to be activated against the Panthers in Week 9.
Gerald McCoy,TAM,DT,Calf,questionable,McCoy missed the last game due to a calf injury and it is unknown if he will be available for Sunday's matchup against the Bengals.
Kendell Beckwith,TAM,LB,Ankle,I-R,Beckwith is on the IR/Non-Football Injury list while he recovers from a fractured ankle and it is unclear if he will be activated in time for Sunday's game against the Bengals.
Vinny Curry,TAM,DE,Ankle,questionable,Curry sat out the previous game due to an ankle injury and it is uncertain if he will be in the lineup during Sunday against the Bengals.
Jack Cichy,TAM,LB,Knee,I-R,Cichy has been placed on the injured reserve list due to a torn ACL is his left knee.
Peyton Barber,TAM,RB,Undisclosed,questionable,Barber is nursing an unspecified injury and it is unknown if he will play Sunday against the Bengals.
Kwon Alexander,TAM,LB,Knee,I-R,Alexander has been designated for the injured reserve list due to a torn ACL in his right knee.
Sergio Bailey,TAM,WR,Ankle,I-R,Bailey II in on the injured reserve list after having surgery for an ankle injury.
Arie Kouandjio,WAS,G,Quadricep,I-R,Kouandjio is on the injured reserve list due to a torn quadriceps.
Robert Kelley,WAS,RB,Toe,I-R,Kelley has landed on injured reserve due to a toe injury and it is unknown if he will be activated in time for Week 11 against the Texans.
Byron Marshall,WAS,RB,Ankle,I-R,Marshall is on injured reserve with an ankle injury and will be sidelined for at least the first eight weeks of the season.
Cam Sims,WAS,WR,Ankle,I-R,Sims suffered a high-ankle sprain and is on the injured reserve list as a result.
Tyler Catalina,WAS,G,Shoulder,I-R,Catalina has been placed on injured reserve after having a procedure performed on his shoulder.
Preston Smith,WAS,LB,Ankle,questionable,Smith exited the last game due to a left ankle injury and it has yet to be established if he will play Sunday against the Giants.
Paul Richardson,WAS,WR,Knee,questionable,Richardson Jr. sat out the previous game due to a knee injury and it is unknown if he will suit up against the Giants on Sunday.
Morgan Moses,WAS,T,Elbow,questionable,Moses is dealing with an elbow injury and it is unclear if he will play Sunday against the Giants.
Stacy McGee,WAS,DL,Abdominal,I-R,McGee is on the active PUP list as he is recovering from offseason core muscle surgery and his status for Sunday's game against the Giants is unknown.
Quinton Dunbar,WAS,CB,Shin,questionable,Dunbar was absent from the lineup during the last game with a shin injury and it is uncertain if he will take the field against the Giants on Sunday.
Chris Thompson,WAS,RB,Ribs,questionable,"Thompson has missed the last two games with sore ribs and a knee injury, leaving his status for Sunday's contest against the Giants in question."
Troy Apke,WAS,S,Hamstring,questionable,Apke has missed the past five games due to a hamstring injury and it is unclear if he will return Sunday against the Giants.
Trey Quinn,WAS,WR,Ankle,I-R,Quinn has been designated for injured reserve due to a high-ankle sprain and it is uncertain if he will be activated prior to Week 9 against the Falcons.
Fabian Moreau,WAS,CB,Ankle,questionable,Moreau was forced from the last game due to an ankle sprain and it is unclear if he will play against the Giants on Sunday.
