Player,Tm,Pos,Type,Class,Details
Quenton Meeks,JAX,CB,Knee,probable,Meeks is recovering from a sprained MCL in his right knee but is on track to return Thursday against the Titans.
Tre Herndon,JAX,CB,Ankle,probable,Herndon was held out of the last game due to an injured ankle but is likely to be available for Thursday's matchup against the Titans.
Austin Seferian-Jenkins,JAX,TE,Abdominal,I-R,Seferian-Jenkins has landed on injured reserve due to a core-muscle injury. He can be designated for return against the Titans on Thursday.
Lerentee McCray,JAX,DE,Hamstring,probable,McCray missed his second-straight game with a hamstring injury but is expected to face the Titans on Thursday.
Cody Davis,JAX,S,Hamstring,questionable,Davis is dealing with a hamstring injury and it is unknown if he will suit up against the Titans on Thursday.
Leonard Fournette,JAX,RB,Suspension,probable,Fournette has served his one-game suspension for unsportsmanlike conduct and unnecessary roughness. He is expected to be in Thursday's lineup against the Titans.
Josh Walker,JAX,OL,Foot,questionable,Walker has sat out the past three games with an injured foot and it is unknown if he will return to the lineup against the Titans on Thursday.
Marqise Lee,JAX,WR,Knee,I-R,Lee has landed on injured reserve due to ligament damage in his knee.
Step Durham,KAN,DB,Undisclosed,I-R,Durham has reverted to the injured reserve list with an unspecified injury after clearing waivers.
Tejan Koroma,KAN,OL,Knee,I-R,Koroma is on injured reserve with an unspecified injury.
J.D. Moore,KAN,RB,Undisclosed,I-R,Moore is on injured reserve with an unspecified injury.
Dillon Gordon,KAN,OL,Shoulder,I-R,Gordon is on injured reserve with a shoulder injury.
Byron Pringle,KAN,WR,Hamstring,I-R,Pringle sustained a hamstring injury and is on the injured reserve list.
Terrance Smith,KAN,LB,Knee,I-R,Smith has been placed on injured reserve due to a torn ACL in his right knee.
Jordan Devey,KAN,OL,Pectoral,I-R,Devey has a pectoral injury and has been placed on injured reserve.
De'Anthony Thomas,KAN,WR,Leg,I-R,Thomas is on injured reserve due to a lower-leg fracture.
Alex Ellis,KAN,TE,Undisclosed,I-R,Ellis is on injured reserve due to an unspecified ailment.
Laurent Duvernay-Tardif,KAN,OL,Shin,I-R,Duvernay-Tardif is on the injured reserve list due to a broken fibula a Maisonneuve fracture in his leg. It is uncertain if he will return to the lineup against the Chargers in Week 15.
Anthony Hitchens,KAN,LB,Quadricep,probable,Hitchens exited the last game due to an injured quadriceps but it is not expected to affect his status for Sunday's contest against the Ravens.
Demetrius Harris,KAN,TE,Knee,questionable,Harris has a knee injury and it is unclear if he will play Sunday against the Ravens.
Eric Berry,KAN,DB,Achilles,questionable,Berry is sidelined with a bone spur that digs into the Achilles and it is unclear if he will make his season debut against the Ravens on Sunday.
Sammy Watkins,KAN,WR,Foot,questionable,Watkins sat out the previous game with foot soreness and it is unknown if he will face the Ravens on Sunday.
Armani Watts,KAN,DB,Groin,I-R,Watts has been designated for the injured reserve list due to a groin injury and it is unclear if he will be activated in time for Sunday's matchup against the Ravens.
William Hayes,MIA,DE,Knee,I-R,Hayes is on the injured reserve list due to a torn ACL.
Josh Sitton,MIA,G,Shoulder,I-R,Sitton has a torn rotator cuff and has been placed on the injured reserve list.
MarQueis Gray,MIA,TE,Achilles,I-R,Gray has landed on the injured reserve list with a torn Achilles.
Vincent Taylor,MIA,DT,Foot,I-R,Taylor has been placed on injured reserve due to a substantial foot injury.
Albert Wilson,MIA,WR,Hip,I-R,Wilson has landed on injured reserve with a hip injury.
Chase Allen,MIA,LB,Foot,I-R,Allen has been placed on injured reserve with a foot injury.
Luke Falk,MIA,QB,Wrist,I-R,Falk has landed on injured reserve nursing a wrist injury and is expected to miss the remainder of the 2018 season.
Daniel Kilgore,MIA,C,Arm,I-R,Kilgore has landed on injured reserve with a torn triceps muscle.
Jakeem Grant,MIA,WR,Achilles,I-R,Grant has landed on injured reserve with an Achilles injury.
Cordrea Tankersley,MIA,CB,Knee,I-R,Tankersley has been placed on injured reserve with a torn ACL.
Danny Amendola,MIA,WR,Knee,probable,Amendola missed the last game due to a knee injury but is likely to be active Sunday against the Patriots.
Kenyan Drake,MIA,RB,Shoulder,probable,Drake has a shoulder injury but is expected to play Sunday against the Patriots.
Jake Brendel,MIA,C,Calf,questionable,Brendel is tending to a knee injury and it is unknown if he will line up against the Patriots on Sunday.
DeVante Parker,MIA,WR,Shoulder,questionable,Parker is hampered by a shoulder injury and it is uncertain if he will be active Sunday against the Patriots.
Xavien Howard,MIA,CB,Knee,doubtful,Howard is battling a knee injury and is unlikely to suit up Sunday versus the Patriots.
Travis Swanson,MIA,C,Ankle,questionable,Swanson missed the last game due to an ankle injury and his status is clouded for Sunday's matchup against the Patriots.
A.J. Derby,MIA,TE,Foot,I-R,Derby has landed on injured reserve with injuries to his foot and knee.
Cornell Armstrong,MIA,CB,Knee,questionable,Armstrong left the last game with a knee injury and it has yet to be established if he will lineup against the Patriots on Sunday.
Aviante Collins,MIN,T,Elbow,I-R,Collins is on the injured reserve list due to a right elbow injury.
Jabari Price,MIN,TE,Knee,I-R,Price is on the injured reserve list with a knee injury.
Johnny Stanton,MIN,FB,Leg,I-R,Stanton has landed on the injured reserve list with a leg injury.
Mike Hughes,MIN,CB,Knee,I-R,Hughes is on injured reserve with a torn ACL in his left knee.
Andrew Sendejo,MIN,S,Groin,I-R,Sendejo is on injured reserve with a groin injury.
Hercules Mata'afa,MIN,DE,Knee,I-R,Mata'afa is on the injured reserve list due to a torn ACL.
Xavier Rhodes,MIN,CB,Hamstring,probable,Rhodes is expected to take the field on Monday against the Seahawks despite dealing with a hamstring injury.
Trae Waynes,MIN,CB,Concussion,questionable,Waynes left the previous game with a concussion and it is uncertain if he will be cleared in time for Monday's contest against the Seahawks.
Chad Beebe,MIN,WR,Hamstring,questionable,Beebe missed his second-straight game due to a hamstring injury and it is unknown face the Seahawks on Monday.
David Morgan,MIN,TE,Knee,questionable,Morgan has been held out of the past three games with a knee injury and it is unclear if he will return against the Seahawks on Monday.
Ade Aruna,MIN,DE,Knee,I-R,Aruna has landed on injured reserve due to a torn ACL in his right knee.
Nick Easton,MIN,G,Neck,I-R,Easton is on the injured reserve list while recovering from surgery to repair a herniated disc in his neck.
Patrick Robinson,NOR,CB,Ankle,I-R,Robinson is on the injured reserve list with a broken left ankle and torn ligaments.
Daniel Lasco,NOR,RB,Neck,I-R,"Lasco is on the PUP list with a bulging disc in his neck. Although he will be forced to sit out six weeks, he is likely to miss the entire season."
Rickey Jefferson,NOR,DB,Knee,I-R,Jefferson is on injured reserve with a knee injury.
Travin Dural,NOR,WR,Arm,I-R,Dural is on injured reserve after having surgery to repair a broken humerus.
Michael Hoomanawanui,NOR,TE,Neck,I-R,Hoomanawanui is on the injured reserve list due to a neck injury.
Josh LeRibeus,NOR,G,Ankle,I-R,LeRibeus has been designated for the injured reserve list with an ankle injury.
Jay Bromley,NOR,DT,Bicep,I-R,Bromley is on injured reserve due to a torn biceps.
Ted Ginn,NOR,WR,Knee,I-R,Ginn Jr. has been placed on injured reserve due to a knee injury and it is undetermined if he will be activated in time for Week 15 against the Panthers.
Mitchell Loewen,NOR,DL,Neck,out,Loewen is sidelined due to a neck injury and there is no timetable for return.
Dez Bryant,NOR,WR,Achilles,I-R,Bryant suffered a torn Achilles and is on the injured reserve list.
Cameron Meredith,NOR,WR,Knee,I-R,Meredith is on the injured reserve list recovering from arthroscopic left knee surgery.
Michael Thomas,NOR,WR,Ankle,probable,Thomas has an ankle injury but it is expected he will play Sunday against the Buccaneers.
David Onyemata,NOR,DT,Hip,questionable,Onyemata is dealing with a hip injury and it is unknown if he will suit up against the Buccaneers on Sunday.
Zach Line,NOR,FB,Concussion,probable,Line left the last game due to a concussion but is likely to be cleared in time for Sunday's matchup against the Buccaneers.
Ryan Ramczyk,NOR,T,Shoulder,questionable,Ramczyk is nursing a shoulder injury and it is uncertain if he will be available Sunday against the Buccaneers.
Trey Hendrickson,NOR,DE,Chest,questionable,Hendrickson missed the past two games with a chest injury and it is unknown if he will face the Buccaneers on Sunday.
Brandon Marshall,NOR,WR,Acquired,questionable,Marshall was recently signed by the organization and it is unclear if he will make his team debut against the Buccaneers on Sunday.
Terron Armstead,NOR,T,Pectoral,questionable,Armstead has been out of game action due to an injury to his pectoral muscle. It is unknown if he will suit up against the Buccaneers on Sunday.
Ulrick John,NWE,OL,Foot,I-R,John has been placed on injured reserve while he is recovering from foot surgery to repair a torn tendon.
Darren Andrews,NWE,WR,Knee,I-R,Andrews reverted back to the injured reserve Non-Football Injury list with a season-ending torn ACL.
Jeremy Hill,NWE,RB,Knee,I-R,Hill has been placed on the injured reserve list as he suffered a torn ACL in his knee.
Ryan Izzo,NWE,TE,Ankle,I-R,Izzo has landed on injured reserve with an ankle injury.
Braxton Berrios,NWE,WR,Undisclosed,I-R,Berrios has landed on injured reserve with an unspecified ailment.
Isaiah Wynn,NWE,OL,Achilles,I-R,Wynn suffered a torn Achilles and is on the injured reserve list.
Christian Sam,NWE,LB,Undisclosed,I-R,Sam has been designated for the injured reserve list with an unspecified injury.
Eric Rowe,NWE,DB,Groin,I-R,Rowe has been placed on the injured reserve list due to a groin injury.
Ja'Whaun Bentley,NWE,LB,Arm,I-R,Bentley has been placed on the injured reserve list with a right arm injury.
Brian Schwenke,NWE,OL,Foot,I-R,Schwenke has been placed on injured reserve due to a foot injury.
Patrick Chung,NWE,S,Shoulder,probable,Chung is nursing a shoulder injury but is likely to partake in Sunday's contest against the Dolphins.
Tom Brady,NWE,QB,Knee,probable,Brady is expected to be available Sunday against the Dolphins despite a lingering knee injury.
Rob Gronkowski,NWE,TE,Ankle,probable,Gronkowski is likely to play against the Dolphins on Sunday despite injuries to his ankle and back.
Duke Dawson,NWE,DB,Hamstring,questionable,Dawson has been activated from the Injured Reserve/Designated for Return list as he has recovered from a hamstring injury but it is unknown if he will return against the Dolphins on Sunday.
Dwayne Allen,NWE,TE,Lower Body,questionable,Allen has missed the past three games due to a lower-body injury and it is unclear if he will be active Sunday against the Dolphins.
Jon Halapio,NYG,OL,Ankle,I-R,Halapio is on injured reserve due to fractures to his lower leg and ankle.
Jordan Williams,NYG,LB,Hip,I-R,Williams is on injured reserve due to a hip injury.
Paul Perkins,NYG,RB,Pectoral,I-R,Perkins is on the IR/Non-Football Injury list with a torn pectoral.
Cody Latimer,NYG,WR,Hamstring,I-R,Latimer is on the Injured Reserve/Designated for Return list with a hamstring injury and it is unknown if he will return against the Titans in Week 15.
Quadree Henderson,NYG,WR,Shoulder,I-R,Henderson has landed on injured reserve due to a fractured shoulder.
Evan Engram,NYG,TE,Hamstring,probable,Engram missed the last two games due to a hamstring injury but will likely be available for Sunday's matchup with the Redskins.
Jonathan Stewart,NYG,RB,Foot,I-R,Stewart is on injured reserve with a foot injury.
Landon Collins,NYG,S,Shoulder,I-R,Collins has landed on injured reserve with a torn labrum in his shoulder.
Sterling Shepard,NYG,WR,Ribs,probable,Shepard is dealing with rib pain but it is unlikely to affect his status for Sunday's game against the Redskins.
Nick Gates,NYG,G,Foot,I-R,Gates has landed on injured reserve due to a foot issue and it is unknown if he will be activated in time for Sunday's game against the Redskins.
Tae Davis,NYG,LB,Ankle,questionable,Davis left the last game due to an ankle injury and it is unknown if he will participate in Sunday's matchup with the Redskins.
Lorenzo Carter,NYG,LB,Hip,questionable,Carter missed the last game with a hip injury and it is has yet to be established if he will be able to play against the Redskins on Sunday.
Saquon Barkley,NYG,RB,Shoulder,probable,Barkley has a shoulder injury but is expected to suit up against the Redskins on Sunday.
B.J. Goodson,NYG,LB,Neck,questionable,Goodson missed the last game with a neck injury and it has yet to be determined if he will suit up for Sunday's tilt against the Redskins.
Sam Beal,NYG,CB,Shoulder,I-R,Beal is on injured reserve with a dislocated shoulder.
Kristjan Sokoli,NYG,DT,Knee,I-R,Sokoli has been placed on the injured reserve list with a knee injury.
Bilal Powell,NYJ,RB,Neck,I-R,Powell has landed on the injured reserve list due to a neck injury.
Doug Middleton,NYJ,S,Pectoral,I-R,Middleton has been placed on injured reserve due to a torn pectoral muscle.
James Carpenter,NYJ,G,Shoulder,I-R,Carpenter has been placed on injured reserve with a shoulder injury.
Kacy Rodgers,NYJ,S,Illness,out,Rodgers is sidelined due to an illness and there is no timetable for return.
Neal Sterling,NYJ,TE,Concussion,I-R,Sterling has landed on the injured reserve list due to concussion.
Robby Anderson,NYJ,WR,Ankle,questionable,Anderson has an ankle injury and it is unclear if he will play Sunday against the Bills.
Josh Martin,NYJ,LB,Concussion,I-R,Martin has been placed on the IR/Designated for Return list after healing from a concussion and will not return Sunday against the Bills.
Quincy Enunwa,NYJ,WR,Ankle,probable,Enunwa is nursing an ankle injury but is projected to be available Sunday against the Bills.
Isaiah Crowell,NYJ,RB,Toe,questionable,Crowell has a toe injury and it is unclear if he will play Sunday against the Bills.
Josh McCown,NYJ,QB,Back,questionable,McCown is dealing with a back injury and his availability against the Bills on Sunday is in question.
Jordan Leggett,NYJ,TE,Knee,questionable,Leggett is dealing with a knee injury and it is unknown if he will suit up against the Bills on Sunday.
Spencer Long,NYJ,C,Illness,questionable,Long left the last game due to an illness and it is unknown if the symptoms will subside in time for Sunday's contest against the Bills.
Sam Darnold,NYJ,QB,Foot,probable,Darnold sat out the previous three games due to a sprained foot but his availability is likely for Sunday's matchup against the Bills.
Marcus Maye,NYJ,S,Shoulder,I-R,Maye is on injured reserve with injuries to his shoulder and thumb.
Ben Ijalana,NYJ,T,Shoulder,I-R,Ijalana has landed on the injured reserve list with a shoulder injury.
Delanie Walker,TEN,TE,Ankle,I-R,Walker has landed on injured reserve as he suffered a fracture and ligament damage to his right ankle.
Austin Barnard,TEN,K,Knee,I-R,Barnard has been sent to the injured reserve list due to a knee injury.
Malcolm Butler,TEN,CB,Quadricep,probable,Butler is tending to an injured quadriceps but is projected to suit up against the Jaguars on Thursday.
Tajae Sharpe,TEN,WR,Ankle,probable,Sharpe is battling an ankle injury but is likely to be available against the Jaguars on Thursday.
David Fluellen,TEN,RB,Knee,out,Fluellen has sat out the past three games due to a knee injury and will not take the field Thursday against the Jaguars.
Dane Cruikshank,TEN,DB,Knee,out,Cruikshank has been held out of the last two games with a knee injury and will not face the Jaguars on Thursday.
Marcus Mariota,TEN,QB,Hand,probable,Mariota has a hand injury but is expected to be available for Thursday's clash against the Jaguars.
Derrick Morgan,TEN,LB,Knee,questionable,Morgan is dealing with a knee injury and it is unclear if he will play Thursday against the Jaguars.
Darius Jennings,TEN,WR,Knee,questionable,Jennings is nursing a knee injury and it is unknown if he will suit up against the Jaguars on Thursday.
Kevin Pamphile,TEN,G,Tricep,I-R,Pamphile is on injured reserve due to a triceps injury and it is unknown if he will be activated in time for Thursday's contest against the Jaguars.
Tye Smith,TEN,CB,Arm,I-R,Smith has landed on the injured reserve with an upper-right arm injury.
Johnathan Cyprien,TEN,S,Knee,I-R,Cyprien is on injured reserve with a torn ACL.
Nate Palmer,TEN,LB,Leg,I-R,Palmer is on injured reserve with a left leg injury.
Elie Bouka,PHI,CB,Undisclosed,I-R,Bouka is on injured reserve with an unspecified injury
Rodney McLeod,PHI,S,Knee,I-R,McLeod is on injured reserve after having surgery to repair a torn ACL.
Derek Barnett,PHI,DE,Shoulder,I-R,Barnett has been placed on injured reserve with a torn rotator cuff in his shoulder.
Jay Ajayi,PHI,RB,Knee,I-R,Ajayi has landed on the injured reserve list due to a torn ACL in his left knee.
Ronald Darby,PHI,CB,Knee,I-R,Darby is on injured reserve with a torn right ACL.
Joshua Perkins,PHI,TE,Knee,I-R,Perkins has been placed on the injured reserve with a knee injury.
Mike Wallace,PHI,WR,Shin,I-R,Wallace is on the injured reserve list recovering from surgery to repair a fractured fibula. He is aiming to return at some point in December.
Mack Hollins,PHI,WR,Groin,I-R,Hollins is on the injured reserve list with a groin injury.
Paul Worrilow,PHI,LB,Knee,I-R,Worrilow is on the injured reserve list after sustaining an offseason torn ACL.
Michael Bennett,PHI,DE,Foot,questionable,Bennett is dealing with a foot injury and it is unknown if he will suit up against the Cowboys on Sunday.
Jason Peters,PHI,T,Ankle,questionable,Peters has an ankle injury and it is unclear if he will play against the Cowboys on Sunday.
Timmy Jernigan,PHI,DT,Back,probable,Jernigan left the last game due to back spasms but is expected to suit up for Sunday's clash against the Cowboys.
Josh Adams,PHI,RB,Shoulder,probable,Adams is likely to suit up against the Cowboys on Sunday despite a shoulder injury.
Avonte Maddox,PHI,CB,Knee,questionable,Maddox missed his second-straight game due to a knee injury and it is uncertain if he will be active Sunday against the Cowboys.
Jalen Mills,PHI,CB,Foot,questionable,Mills has missed the past four games with a foot injury and it is unclear if he will return to the lineup against the Cowboys on Sunday.
Chris Maragos,PHI,S,Knee,I-R,Maragos has been placed on the active PUP list while recuperating from an injured PCL and it is unknown if he will return against the Cowboys on Sunday.
Jordan Hicks,PHI,LB,Calf,questionable,Hicks missed the previous two games due to a calf injury and it is unknown if he will face the Cowboys on Sunday.
Keith Kelsey,PIT,LB,Pectoral,I-R,Kelsey has been placed on the injured reserve list due to a pectoral injury.
Joe Cheek,PIT,T,Foot,I-R,Cheek is on injured reserve with a foot injury.
Trey Johnson,PIT,DB,Shoulder,I-R,Johnson is on the injured reserve with a shoulder injury.
Ryan Shazier,PIT,LB,Back,I-R,Shazier is on the PUP list as he had spinal stabilization surgery and is expected to miss the entire season.
Le'Veon Bell,PIT,RB,Holdout,out,Bell will sit out the remainder of the season as he did not report to the team by a league imposed deadline after holding out for a new contract.
Jake McGee,PIT,TE,Achilles,I-R,McGee has landed on injured reserve due to a torn Achilles.
Anthony Chickillo,PIT,LB,Ankle,questionable,Chickillo has an ankle injury and it is unclear if he will play Sunday against the Raiders.
Kameron Canaday,PIT,LS,Knee,questionable,Canaday is dealing with a knee injury and it is unknown if he will suit up against the Raiders on Sunday.
Ryan Switzer,PIT,WR,Concussion,probable,Switzer is in the league-mandated concussion protocol but is likely to be cleared in time for Sunday's contest against the Raiders.
Roosevelt Nix,PIT,FB,Shoulder,questionable,Nix is nursing a shoulder injury and it is uncertain if he will be available Sunday against the Raiders.
Justin Hunter,PIT,WR,Shoulder,I-R,Hunter is on injured reserve with a shoulder injury.
Marcus Gilbert,PIT,T,Knee,questionable,Gilbert has been out with a knee injury and it is unknown if he will return Sunday against the Raiders.
Nat Berhe,PIT,S,Pectoral,I-R,Berhe is on injured reserve due to an injury to his pectoral muscle. It is unknown if he will be designated for return against the Raiders on Sunday.
Cameron Sutton,PIT,CB,Undisclosed,questionable,Sutton is dealing with a non-injury related issue and missed the previous game. it is unclear if he will participate in the Sunday matchup versus the Raiders.
Eli Rogers,PIT,WR,Suspension,I-R,Rogers is on the active PUP list while recovering from a torn ACL and has also been suspended one game for violating the league's substance abuse policy upon his return. His status against the Raiders on Sunday has yet to be established.
James Conner,PIT,RB,Ankle,out,Conner is dealing with a high-ankle sprain and will not be available against the Raiders on Sunday.
Morgan Burnett,PIT,S,Back,questionable,Burnett missed the last game with a back injury and his status for Sunday's matchup against the Raiders is uncertain.
Jerald Hawkins,PIT,T,Quadricep,I-R,Hawkins is on the injured reserve list due to offseason surgery to repair a torn quadriceps.
Chris Warren,OAK,RB,Knee,I-R,Warren III had surgery to repair a knee injury and is on injured reserve.
Andrew DePaola,OAK,LS,Knee,I-R,DePaola is on injured reserve with a torn ACL.
Dexter McDonald,OAK,CB,Ankle,I-R,McDonald is on the injured reserve list due to an ankle injury.
Tevin Mitchel,OAK,S,Undisclosed,I-R,Mitchel has landed on injured reserve with an unlisted ailment.
Eddy Pineiro,OAK,K,Groin,I-R,Pineiro has been placed on the injured reserve list with a groin injury.
Leon Hall,OAK,CB,Back,I-R,Hall has been placed on the injured reserve with a back injury.
Jacquies Smith,OAK,DE,Achilles,I-R,Smith has been placed on the injured reserve list due to a torn Achilles tendon.
Brandon LaFell,OAK,WR,Achilles,I-R,LaFell is on injured reserve due to a torn left Achilles tendon.
Eddie Vanderdoes,OAK,DT,Knee,I-R,Vanderdoes has been placed on the active PUP list as he recovers from a torn ACL in his left knee.
T.J. Clemmings,OAK,T,Knee,I-R,Clemmings has landed on injured reserve with a knee injury.
Marshawn Lynch,OAK,RB,Groin,I-R,Lynch has landed on the injured reserve list and has had surgery to repair a groin injury.
Donald Penn,OAK,T,Leg,I-R,Penn suffered a leg injury and is on the Injured Reserve/Designated for Return list. It is undetermined if he will be activated in time for Sunday's game against the Steelers.
Rodney Hudson,OAK,C,Ankle,questionable,Hudson has injuries to his ankle and knee. It is unclear if he will play Sunday against the Steelers.
Frostee Rucker,OAK,DT,Neck,questionable,Rucker is tending to a neck injury and it has yet to be determined if he will be active Sunday against the Steelers.
Shilique Calhoun,OAK,LB,Neck,I-R,Calhoun has been placed on the injured reserve list due to a neck injury.
Kelechi Osemele,OAK,G,Toe,questionable,Osemele is bothered by a toe injury and it has yet to be established if he will face the Steelers on Sunday.
Reggie Nelson,OAK,S,Shoulder,I-R,Nelson has been designated for the injured reserve list due to a shoulder injury.
Daryl Worley,OAK,CB,Shoulder,questionable,Worley is hampered by a shoulder injury and his status for Sunday's game against the Steelers is in question.
Arden Key,OAK,DE,Knee,questionable,Key is battling a knee injury and it is undetermined if he will be in Sunday's lineup against the Steelers.
Maurice Hurst,OAK,DT,Ankle,questionable,Hurst Jr. is dealing with an ankle injury and it is unknown if he will suit up against the Steelers on Sunday.
Martavis Bryant,OAK,WR,Knee,I-R,Bryant is on injured reserve with a knee injury.
Doug Martin,OAK,RB,Knee,probable,Martin has a knee injury but is likely to participate in Sunday's game versus the Steelers.
Kyle Wilber,OAK,LB,Hamstring,questionable,Wilber has a hamstring injury and it is unclear if he will play Sunday against the Steelers.
Gabe Jackson,OAK,G,Knee,questionable,Jackson is nursing injuries to his knee and ankle. It is uncertain if he will be available against the Steelers on Sunday.
Mike Nugent,OAK,K,Hip,I-R,Nugent has been placed on injured reserve due to a hip injury.
Ahtyba Rubin,OAK,DT,Bicep,I-R,Rubin is on the injured reserve list due to a torn biceps.
Garrett Sickels,LAR,LB,Undisclosed,I-R,Sickels has landed on the injured reserve list due to an unspecified injury.
Mike Thomas,LAR,WR,Groin,I-R,Thomas has been placed on injured reserve with a groin injury.
Dominique Easley,LAR,LB,Knee,I-R,Easley has landed on injured reserve while recovering from surgery to repair a knee injury.
Cooper Kupp,LAR,WR,Knee,I-R,Kupp tore the ACL in his left knee and is on injured reserve.
Malcolm Brown,LAR,RB,Collarbone,out,Brown is expected to have surgery to correct a broken collarbone and is likely to miss the remainder of the season.
Marcus Peters,LAR,CB,Ankle,probable,Peters is expected to play Sunday against the Bears despite an ankle injury.
Ogbonnia Okoronkwo,LAR,LB,Foot,questionable,Okoronkwo has been activated from the active PUP list as he has recovered from a broken foot but it is unclear if he will return to the lineup for Sunday's contest against the Bears.
Morgan Fox,LAR,DE,Knee,I-R,Fox suffered a torn ACL and has been placed on injured reserve.
Kevin Peterson,LAR,CB,Knee,I-R,Peterson has been placed on the injured reserve list with a torn ACL.
De'Lance Turner,BAL,RB,Hamstring,I-R,Turner has landed on the injured reserve list with a hamstring injury.
Willie Henry,BAL,DT,Back,I-R,Henry is on injured reserve due to a herniated disc in his back and will not return this season.
Kaare Vedvik,BAL,P,Upper Body,I-R,Vedvik has landed on the Injured Reserve/Non-Football-Injury list with an upper-body ailment and will sit out the remainder of the season.
Tim Williams,BAL,LB,Ankle,probable,Williams has been absent from the lineup during the past four games due to an ankle injury and an illness. He is on track to appear in the lineup against the Chiefs on Sunday.
Jaylen Hill,BAL,CB,Knee,I-R,Hill has landed on the PUP list while recovering from a torn ACL and MCL in his right knee.
Lamar Jackson,BAL,QB,Concussion,probable,Jackson has a concussion but is likely to take the field Sunday against the Chiefs.
Marlon Humphrey,BAL,CB,Groin,questionable,Humphrey is battling a groin injury and it is uncertain if he will be in Sunday's lineup against the Chiefs.
Kenny Young,BAL,LB,Groin,questionable,Young is hampered by a groin injury and it is uncertain if he will be active Sunday against the Chiefs.
Gus Edwards,BAL,RB,Ankle,probable,Edwards is expected to suit up for Sunday's game versus the Chiefs despite dealing with an ankle injury.
Anthony Levine,BAL,DB,Ankle,questionable,"Levine Sr. is tending to an ankle injury, leaving his status hazy for Sunday's clash against the Chiefs."
Quincy Adeboyejo,BAL,WR,Leg,I-R,Adeboyejo has been placed on the PUP list after having surgery to repair an upper-leg muscle and it is unclear if he will suit up against the Chiefs on Sunday.
Jordan Lasley,BAL,WR,Hamstring,questionable,Lasley has missed the last four games due to a hamstring injury and it is uncertain if he will return to action Sunday against the Chiefs.
James Hurst,BAL,G,Back,questionable,Hurst has been held out of the previous five games with a back injury and it is unclear if he will return against the Chiefs on Sunday.
Joe Flacco,BAL,QB,Hip,questionable,Flacco has sat out the previous three games with a right hip issue and it is undetermined if he will be available against the Chiefs on Sunday.
Maxx Williams,BAL,TE,Stinger,questionable,Williams was forced from the previous game due to a stinger and it is uncertain if he will be in the lineup against the Chiefs on Sunday.
Bam Bradley,BAL,LB,Knee,I-R,Bradley has been placed on the PUP list as he heals from a torn ACL from the 2017 season. It is uncertain if he will play Sunday against the Chiefs.
Tony Jefferson,BAL,S,Ankle,questionable,Jefferson missed the last game due to a left ankle injury and it is uncertain if he will be in the lineup against the Chiefs on Sunday.
Alex Lewis,BAL,G,Shoulder,questionable,Lewis departed the previous game due to a shoulder injury and it is undetermined if he will be active Sunday against the Chiefs.
Alex Collins,BAL,RB,Foot,I-R,Collins is on injured reserve due to a foot injury.
DeShon Elliott,BAL,S,Forearm,I-R,Elliott has been placed on injured reserve with a broken forearm and is expected to sit out the entire 2018 season.
Greg Senat,BAL,T,Toe,I-R,Senat has been placed on injured reserve with turf toe.
Stanley Jean-Baptiste,BAL,CB,Forearm,I-R,Jean-Baptiste has been placed on the injured reserve list with a broken arm.
Jaleel Scott,BAL,WR,Hamstring,I-R,Scott has landed on injured reserve due to a substantial hamstring injury.
Artavis Scott,LAC,WR,Ankle,I-R,Scott has been placed on injured reserve due to an ankle injury.
Corey Liuget,LAC,DT,Knee,I-R,Liuget is on the injured reserve list after tearing a quadriceps tendon.
Denzel Perryman,LAC,LB,Knee,I-R,Perryman is on injured reserve with an injury to the LCL in his left knee and an injured hamstring as well.
Hunter Henry,LAC,TE,Knee,I-R,Henry suffered a torn ACL in his right knee and is on the PUP list and it is unknown if he will return sometime in December.
Kyzir White,LAC,LB,Knee,I-R,White has been placed on injured reserve with a knee injury.
Sean Culkin,LAC,TE,Back,questionable,Culkin has a back injury and it is unclear if he will play Sunday against the Bengals.
Brandon Mebane,LAC,NT,Personal,probable,Mebane has sat out the last two games due to a personal matter but is likely to be available against the Bengals on Sunday.
Melvin Gordon,LAC,RB,Knee,doubtful,Gordon III sustained a Grade 2 MCL sprain in his right knee but is not expected to need a prolonged absence in order to recover. His status against the Bengals on Sunday is in doubt.
Trevor Williams,LAC,CB,Knee,questionable,Williams is nursing a knee injury and it is unknown if he will suit up Sunday against the Bengals.
Chris Landrum,LAC,DE,Hip,out,Landrum has been sidelined with a hip injury and it is unclear when he will return to game action.
Jaylen Watkins,LAC,DB,Knee,I-R,Watkins has been designated for injured reserve due to a torn ACL.
Jason Verrett,LAC,CB,Achilles,I-R,Verrett has landed on the injured reserve list due to a torn Achilles.
Austin Roberts,LAC,TE,Knee,I-R,Roberts suffered a torn ACL and is on the injured reserve list.
Amara Darboh,SEA,WR,Knee,I-R,Darboh has been placed on injured reserve due after having knee surgery.
Emmanuel Beal,SEA,LB,Undisclosed,I-R,Beal has been placed on the injured reserve list due to an unspecified ailment.
Ricky Ali'ifua,SEA,DE,Concussion,I-R,Ali'ifua is on injured reserve with a concussion.
Kam Chancellor,SEA,S,Neck,I-R,Chancellor has been designated for the PUP list due to a severe neck injury he suffered last season and has not been cleared to play by team doctors. He is expected to miss the entire 2018 season.
Jamarco Jones,SEA,T,Ankle,I-R,Jones had surgery to repair a high-ankle sprain and is on the injured reserve list.
